"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","min_tupy","max_tupy","min_ostry","max_ostry","export_dwh"
"CS","INTERVAL",7700,"410038610039000","<38; 39)","38 až 39 (více nebo rovno 38 a méně než 39)","1900-01-01","9999-09-09",,39,38,,
"CS","INTERVAL",7700,"410039410039000","<39; 39>","39","1900-01-01","9999-09-09",,,39,39,
"CS","INTERVAL",7700,"410039610040000","<39; 40)","39 až 40 (více nebo rovno 39 a méně než 40)","1900-01-01","9999-09-09",,40,39,,
"CS","INTERVAL",7700,"410039610041000","<39; 41)","39 až 41 (více nebo rovno 39 a méně než 41)","1900-01-01","9999-09-09",,41,39,,
"CS","INTERVAL",7700,"410040410040000","<40; 40>","40","1900-01-01","9999-09-09",,,40,40,
"CS","INTERVAL",7700,"410040420310000","<40; 310>","40 až 310 (více nebo rovno 40 a méně nebo rovno 310)","1900-01-01","9999-09-09",,,40,310,
"CS","INTERVAL",7700,"410040420476000","<40; 476>","40 až 476 (více nebo rovno 40 a méně nebo rovno 476)","1900-01-01","9999-09-09",,,40,476,
"CS","INTERVAL",7700,"410040610041000","<40; 41)","40 až 41 (více nebo rovno 40 a méně než 41)","1900-01-01","9999-09-09",,41,40,,
"CS","INTERVAL",7700,"410040610045000","<40; 45)","40 až 45 (více nebo rovno 40 a méně než 45)","1900-01-01","9999-09-09",,45,40,,
"CS","INTERVAL",7700,"410040610050000","<40; 50)","40 až 50 (více nebo rovno 40 a méně než 50)","1900-01-01","9999-09-09",,50,40,,
"CS","INTERVAL",7700,"410040610055000","<40; 55)","40 až 55 (více nebo rovno 40 a méně než 55)","1900-01-01","9999-09-09",,55,40,,
"CS","INTERVAL",7700,"410040610060000","<40; 60)","40 až 60 (více nebo rovno 40 a méně než 60)","1900-01-01","9999-09-09",,60,40,,
"CS","INTERVAL",7700,"410040610065000","<40; 65)","40 až 65 (více nebo rovno 40 a méně než 65)","1900-01-01","9999-09-09",,65,40,,
"CS","INTERVAL",7700,"410040610080000","<40; 80)","40 až 80 (více nebo rovno 40 a méně než 80)","1900-01-01","9999-09-09",,80,40,,
"CS","INTERVAL",7700,"410040799999000","<40; N)","Od 40 (více nebo rovno 40)","1900-01-01","9999-09-09",,99999999999999999999,40,,
"CS","INTERVAL",7700,"410041410041000","<41; 41>","41","1900-01-01","9999-09-09",,,41,41,
"CS","INTERVAL",7700,"410041410060000","<41; 60>","41 až 60 (více nebo rovno 41 a méně nebo rovno 60)","1900-01-01","9999-09-09",,,41,60,
"CS","INTERVAL",7700,"410041610042000","<41; 42)","41 až 42 (více nebo rovno 41 a méně než 42)","1900-01-01","9999-09-09",,42,41,,
"CS","INTERVAL",7700,"410041610043000","<41; 43)","41 až 43 (více nebo rovno 41 a méně než 43)","1900-01-01","9999-09-09",,43,41,,
"CS","INTERVAL",7700,"410041799999000","<41; N)","Od 41 (více nebo rovno 41)","1900-01-01","9999-09-09",,99999999999999999999,41,,
"CS","INTERVAL",7700,"410042410042000","<42; 42>","42","1900-01-01","9999-09-09",,,42,42,
"CS","INTERVAL",7700,"410042610043000","<42; 43)","42 až 43 (více nebo rovno 42 a méně než 43)","1900-01-01","9999-09-09",,43,42,,
"CS","INTERVAL",7700,"410042799999000","<42; N)","Od 42 (více nebo rovno 42)","1900-01-01","9999-09-09",,99999999999999999999,42,,
"CS","INTERVAL",7700,"410043410043000","<43; 43>","43","1900-01-01","9999-09-09",,,43,43,
"CS","INTERVAL",7700,"410043610044000","<43; 44)","43 až 44 (více nebo rovno 43 a méně než 44)","1900-01-01","9999-09-09",,44,43,,
"CS","INTERVAL",7700,"410043610045000","<43; 45)","43 až 45 (více nebo rovno 43 a méně než 45)","1900-01-01","9999-09-09",,45,43,,
"CS","INTERVAL",7700,"410043610049000","<43; 49)","43 až 49 (více nebo rovno 43 a méně než 49)","1900-01-01","9999-09-09",,49,43,,
"CS","INTERVAL",7700,"410044410044000","<44; 44>","44","1900-01-01","9999-09-09",,,44,44,
"CS","INTERVAL",7700,"410044610045000","<44; 45)","44 až 45 (více nebo rovno 44 a méně než 45)","1900-01-01","9999-09-09",,45,44,,
"CS","INTERVAL",7700,"410045410045000","<45; 45>","45","1900-01-01","9999-09-09",,,45,45,
"CS","INTERVAL",7700,"410045610046000","<45; 46)","45 až 46 (více nebo rovno 45 a méně než 46)","1900-01-01","9999-09-09",,46,45,,
"CS","INTERVAL",7700,"410045610047000","<45; 47)","45 až 47 (více nebo rovno 45 a méně než 47)","1900-01-01","9999-09-09",,47,45,,
"CS","INTERVAL",7700,"410045610050000","<45; 50)","45 až 50 (více nebo rovno 45 a méně než 50)","1900-01-01","9999-09-09",,50,45,,
"CS","INTERVAL",7700,"410045610055000","<45; 55)","45 až 55 (více nebo rovno 45 a méně než 55)","1900-01-01","9999-09-09",,55,45,,
"CS","INTERVAL",7700,"410045610060000","<45; 60)","45 až 60 (více nebo rovno 45 a méně než 60)","1900-01-01","9999-09-09",,60,45,,
"CS","INTERVAL",7700,"410045610065000","<45; 65)","45 až 65 (více nebo rovno 45 a méně než 65)","1900-01-01","9999-09-09",,65,45,,
"CS","INTERVAL",7700,"410045799999000","<45; N)","Od 45 (více nebo rovno 45)","1900-01-01","9999-09-09",,99999999999999999999,45,,
"CS","INTERVAL",7700,"410046410046000","<46; 46>","46","1900-01-01","9999-09-09",,,46,46,
"CS","INTERVAL",7700,"410046610047000","<46; 47)","46 až 47 (více nebo rovno 46 a méně než 47)","1900-01-01","9999-09-09",,47,46,,
"CS","INTERVAL",7700,"410046610061000","<46; 61)","46 až 61 (více nebo rovno 46 a méně než 61)","1900-01-01","9999-09-09",,61,46,,
"CS","INTERVAL",7700,"410047410047000","<47; 47>","47","1900-01-01","9999-09-09",,,47,47,
"CS","INTERVAL",7700,"410047610048000","<47; 48)","47 až 48 (více nebo rovno 47 a méně než 48)","1900-01-01","9999-09-09",,48,47,,
"CS","INTERVAL",7700,"410047610049000","<47; 49)","47 až 49 (více nebo rovno 47 a méně než 49)","1900-01-01","9999-09-09",,49,47,,
"CS","INTERVAL",7700,"410048410048000","<48; 48>","48","1900-01-01","9999-09-09",,,48,48,
"CS","INTERVAL",7700,"410048610049000","<48; 49)","48 až 49 (více nebo rovno 48 a méně než 49)","1900-01-01","9999-09-09",,49,48,,
"CS","INTERVAL",7700,"410049410049000","<49; 49>","49","1900-01-01","9999-09-09",,,49,49,
"CS","INTERVAL",7700,"410049610050000","<49; 50)","49 až 50 (více nebo rovno 49 a méně než 50)","1900-01-01","9999-09-09",,50,49,,
"CS","INTERVAL",7700,"410049610051000","<49; 51)","49 až 51 (více nebo rovno 49 a méně než 51)","1900-01-01","9999-09-09",,51,49,,
"CS","INTERVAL",7700,"410050410050000","<50; 50>","50","1900-01-01","9999-09-09",,,50,50,
"CS","INTERVAL",7700,"410050610051000","<50; 51)","50 až 51 (více nebo rovno 50 a méně než 51)","1900-01-01","9999-09-09",,51,50,,
"CS","INTERVAL",7700,"410050610055000","<50; 55)","50 až 55 (více nebo rovno 50 a méně než 55)","1900-01-01","9999-09-09",,55,50,,
"CS","INTERVAL",7700,"410050610060000","<50; 60)","50 až 60 (více nebo rovno 50 a méně než 60)","1900-01-01","9999-09-09",,60,50,,
"CS","INTERVAL",7700,"410050610065000","<50; 65)","50 až 65 (více nebo rovno 50 a méně než 65)","1900-01-01","9999-09-09",,65,50,,
"CS","INTERVAL",7700,"410050610070000","<50; 70)","50 až 70 (více nebo rovno 50 a méně než 70)","1900-01-01","9999-09-09",,70,50,,
"CS","INTERVAL",7700,"410050610075000","<50; 75)","50 až 75 (více nebo rovno 50 a méně než 75)","1900-01-01","9999-09-09",,75,50,,
"CS","INTERVAL",7700,"410050610080000","<50; 80)","50 až 80 (více nebo rovno 50 a méně než 80)","1900-01-01","9999-09-09",,80,50,,
"CS","INTERVAL",7700,"410050620100000","<50; 100)","50 až 100 (více nebo rovno 50 a méně než 100)","1900-01-01","9999-09-09",,100,50,,"A"
"CS","INTERVAL",7700,"410050620200000","<50; 200)","50 až 200 (více nebo rovno 50 a méně než 200)","1900-01-01","9999-09-09",,200,50,,
"CS","INTERVAL",7700,"410050620250000","<50; 250)","50 až 250 (více nebo rovno 50 a méně než 250)","1900-01-01","9999-09-09",,250,50,,
"CS","INTERVAL",7700,"410050799999000","<50; N)","Od 50 (více nebo rovno 50)","1900-01-01","9999-09-09",,99999999999999999999,50,,
"CS","INTERVAL",7700,"410051410051000","<51; 51>","51","1900-01-01","9999-09-09",,,51,51,
"CS","INTERVAL",7700,"410051410052000","<51; 52>","51 až 52 (více nebo rovno 51 a méně nebo rovno 52)","1900-01-01","9999-09-09",,,51,52,
"CS","INTERVAL",7700,"410051610052000","<51; 52)","51 až 52 (více nebo rovno 51 a méně než 52)","1900-01-01","9999-09-09",,52,51,,
"CS","INTERVAL",7700,"410051610053000","<51; 53)","51 až 53 (více nebo rovno 51 a méně než 53)","1900-01-01","9999-09-09",,53,51,,
"CS","INTERVAL",7700,"410052410052000","<52; 52>","52","1900-01-01","9999-09-09",,,52,52,
"CS","INTERVAL",7700,"410052610053000","<52; 53)","52 až 53 (více nebo rovno 52 a méně než 53)","1900-01-01","9999-09-09",,53,52,,
"CS","INTERVAL",7700,"410053410053000","<53; 53>","53","1900-01-01","9999-09-09",,,53,53,
"CS","INTERVAL",7700,"410053610054000","<53; 54)","53 až 54 (více nebo rovno 53 a méně než 54)","1900-01-01","9999-09-09",,54,53,,
"CS","INTERVAL",7700,"410053610055000","<53; 55)","53 až 55 (více nebo rovno 53 a méně než 55)","1900-01-01","9999-09-09",,55,53,,
"CS","INTERVAL",7700,"410054410054000","<54; 54>","54","1900-01-01","9999-09-09",,,54,54,
"CS","INTERVAL",7700,"410054610055000","<54; 55)","54 až 55 (více nebo rovno 54 a méně než 55)","1900-01-01","9999-09-09",,55,54,,
"CS","INTERVAL",7700,"410055410055000","<55; 55>","55","1900-01-01","9999-09-09",,,55,55,
"CS","INTERVAL",7700,"410055610056000","<55; 56)","55 až 56 (více nebo rovno 55 a méně než 56)","1900-01-01","9999-09-09",,56,55,,
"CS","INTERVAL",7700,"410055610060000","<55; 60)","55 až 60 (více nebo rovno 55 a méně než 60)","1900-01-01","9999-09-09",,60,55,,
"CS","INTERVAL",7700,"410055610065000","<55; 65)","55 až 65 (více nebo rovno 55 a méně než 65)","1900-01-01","9999-09-09",,65,55,,
"CS","INTERVAL",7700,"410055610070000","<55; 70)","55 až 70 (více nebo rovno 55 a méně než 70)","1900-01-01","9999-09-09",,70,55,,
"CS","INTERVAL",7700,"410055610075000","<55; 75)","55 až 75 (více nebo rovno 55 a méně než 75)","1900-01-01","9999-09-09",,75,55,,
"CS","INTERVAL",7700,"410055799999000","<55; N)","Od 55 (více nebo rovno 55)","1900-01-01","9999-09-09",,99999999999999999999,55,,
"CS","INTERVAL",7700,"410056410056000","<56; 56>","56","1900-01-01","9999-09-09",,,56,56,
"CS","INTERVAL",7700,"410056610057000","<56; 57)","56 až 57 (více nebo rovno 56 a méně než 57)","1900-01-01","9999-09-09",,57,56,,
"CS","INTERVAL",7700,"410057410057000","<57; 57>","57","1900-01-01","9999-09-09",,,57,57,
"CS","INTERVAL",7700,"410057420128000","<57; 128>","57 až 128 (více nebo rovno 57 a méně nebo rovno 128)","1900-01-01","9999-09-09",,,57,128,
"CS","INTERVAL",7700,"410057610058000","<57; 58)","57 až 58 (více nebo rovno 57 a méně než 58)","1900-01-01","9999-09-09",,58,57,,
"CS","INTERVAL",7700,"410058410058000","<58; 58>","58","1900-01-01","9999-09-09",,,58,58,
"CS","INTERVAL",7700,"410058610059000","<58; 59)","58 až 59 (více nebo rovno 58 a méně než 59)","1900-01-01","9999-09-09",,59,58,,
"CS","INTERVAL",7700,"410059410059000","<59; 59>","59","1900-01-01","9999-09-09",,,59,59,
"CS","INTERVAL",7700,"410059410060000","<59; 60>","59 až 60 (více nebo rovno 59 a méně nebo rovno 60)","1900-01-01","9999-09-09",,,59,60,
"CS","INTERVAL",7700,"410059610060000","<59; 60)","59 až 60 (více nebo rovno 59 a méně než 60)","1900-01-01","9999-09-09",,60,59,,
"CS","INTERVAL",7700,"410060410060000","<60; 60>","60","1900-01-01","9999-09-09",,,60,60,
"CS","INTERVAL",7700,"410060610061000","<60; 61)","60 až 61 (více nebo rovno 60 a méně než 61)","1900-01-01","9999-09-09",,61,60,,
"CS","INTERVAL",7700,"410060610065000","<60; 65)","60 až 65 (více nebo rovno 60 a méně než 65)","1900-01-01","9999-09-09",,65,60,,
"CS","INTERVAL",7700,"410060610070000","<60; 70)","60 až 70 (více nebo rovno 60 a méně než 70)","1900-01-01","9999-09-09",,70,60,,
"CS","INTERVAL",7700,"410060610075000","<60; 75)","60 až 75 (více nebo rovno 60 a méně než 75)","1900-01-01","9999-09-09",,75,60,,
"CS","INTERVAL",7700,"410060610080000","<60; 80)","60 až 80 (více nebo rovno 60 a méně než 80)","1900-01-01","9999-09-09",,80,60,,
"CS","INTERVAL",7700,"410060620100000","<60; 100)","60 až 100 (více nebo rovno 60 a méně než 100)","1900-01-01","9999-09-09",,100,60,,
"CS","INTERVAL",7700,"410060799999000","<60; N)","Od 60 (více nebo rovno 60)","1900-01-01","9999-09-09",,99999999999999999999,60,,
"CS","INTERVAL",7700,"410061410061000","<61; 61>","61","1900-01-01","9999-09-09",,,61,61,
"CS","INTERVAL",7700,"410061420100000","<61; 100>","61 až 100 (více nebo rovno 61 a méně nebo rovno 100)","1900-01-01","9999-09-09",,,61,100,
"CS","INTERVAL",7700,"410061610062000","<61; 62)","61 až 62 (více nebo rovno 61 a méně než 62)","1900-01-01","9999-09-09",,62,61,,
"CS","INTERVAL",7700,"410061610066000","<61; 66)","61 až 66 (více nebo rovno 61 a méně než 66)","1900-01-01","9999-09-09",,66,61,,
"CS","INTERVAL",7700,"410062410062000","<62; 62>","62","1900-01-01","9999-09-09",,,62,62,
"CS","INTERVAL",7700,"410062610063000","<62; 63)","62 až 63 (více nebo rovno 62 a méně než 63)","1900-01-01","9999-09-09",,63,62,,
"CS","INTERVAL",7700,"410063410063000","<63; 63>","63","1900-01-01","9999-09-09",,,63,63,
"CS","INTERVAL",7700,"410063610064000","<63; 64)","63 až 64 (více nebo rovno 63 a méně než 64)","1900-01-01","9999-09-09",,64,63,,
"CS","INTERVAL",7700,"410064410064000","<64; 64>","64","1900-01-01","9999-09-09",,,64,64,
"CS","INTERVAL",7700,"410064610065000","<64; 65)","64 až 65 (více nebo rovno 64 a méně než 65)","1900-01-01","9999-09-09",,65,64,,
"CS","INTERVAL",7700,"410064799999000","<64; N)","Od 64 (více nebo rovno 64)","1900-01-01","9999-09-09",,99999999999999999999,64,,
"CS","INTERVAL",7700,"410065410065000","<65; 65>","65","1900-01-01","9999-09-09",,,65,65,
"CS","INTERVAL",7700,"410065610066000","<65; 66)","65 až 66 (více nebo rovno 65 a méně než 66)","1900-01-01","9999-09-09",,66,65,,
"CS","INTERVAL",7700,"410065610070000","<65; 70)","65 až 70 (více nebo rovno 65 a méně než 70)","1900-01-01","9999-09-09",,70,65,,
"CS","INTERVAL",7700,"410065610075000","<65; 75)","65 až 75 (více nebo rovno 65 a méně než 75)","1900-01-01","9999-09-09",,75,65,,
"CS","INTERVAL",7700,"410065610084000","<65; 84)","65 až 84 (více nebo rovno 65 a méně než 84)","1900-01-01","9999-09-09",,84,65,,
"CS","INTERVAL",7700,"410065610085000","<65; 85)","65 až 85 (více nebo rovno 65 a méně než 85)","1900-01-01","9999-09-09",,85,65,,
"CS","INTERVAL",7700,"410065799999000","<65; N)","Od 65 (více nebo rovno 65)","1900-01-01","9999-09-09",,99999999999999999999,65,,
"CS","INTERVAL",7700,"410066410066000","<66; 66>","66","1900-01-01","9999-09-09",,,66,66,
"CS","INTERVAL",7700,"410066610067000","<66; 67)","66 až 67 (více nebo rovno 66 a méně než 67)","1900-01-01","9999-09-09",,67,66,,
"CS","INTERVAL",7700,"410066799999000","<66; N)","Od 66 (více nebo rovno 66)","1900-01-01","9999-09-09",,99999999999999999999,66,,
"CS","INTERVAL",7700,"410067410067000","<67; 67>","67","1900-01-01","9999-09-09",,,67,67,
"CS","INTERVAL",7700,"410067610068000","<67; 68)","67 až 68 (více nebo rovno 67 a méně než 68)","1900-01-01","9999-09-09",,68,67,,
"CS","INTERVAL",7700,"410068410068000","<68; 68>","68","1900-01-01","9999-09-09",,,68,68,
"CS","INTERVAL",7700,"410068610069000","<68; 69)","68 až 69 (více nebo rovno 68 a méně než 69)","1900-01-01","9999-09-09",,69,68,,
"CS","INTERVAL",7700,"410069410069000","<69; 69>","69","1900-01-01","9999-09-09",,,69,69,
"CS","INTERVAL",7700,"410069610070000","<69; 70)","69 až 70 (více nebo rovno 69 a méně než 70)","1900-01-01","9999-09-09",,70,69,,
"CS","INTERVAL",7700,"410070410070000","<70; 70>","70","1900-01-01","9999-09-09",,,70,70,
"CS","INTERVAL",7700,"410070610071000","<70; 71)","70 až 71 (více nebo rovno 70 a méně než 71)","1900-01-01","9999-09-09",,71,70,,
"CS","INTERVAL",7700,"410070610075000","<70; 75)","70 až 75 (více nebo rovno 70 a méně než 75)","1900-01-01","9999-09-09",,75,70,,
"CS","INTERVAL",7700,"410070610080000","<70; 80)","70 až 80 (více nebo rovno 70 a méně než 80)","1900-01-01","9999-09-09",,80,70,,
"CS","INTERVAL",7700,"410070610090000","<70; 90)","70 až 90 (více nebo rovno 70 a méně než 90)","1900-01-01","9999-09-09",,90,70,,
"CS","INTERVAL",7700,"410070799999000","<70; N)","Od 70 (více nebo rovno 70)","1900-01-01","9999-09-09",,99999999999999999999,70,,
"CS","INTERVAL",7700,"410071410071000","<71; 71>","71","1900-01-01","9999-09-09",,,71,71,
"CS","INTERVAL",7700,"410071610072000","<71; 72)","71 až 72 (více nebo rovno 71 a méně než 72)","1900-01-01","9999-09-09",,72,71,,
"CS","INTERVAL",7700,"410072410072000","<72; 72>","72","1900-01-01","9999-09-09",,,72,72,
"CS","INTERVAL",7700,"410072610073000","<72; 73)","72 až 73 (více nebo rovno 72 a méně než 73)","1900-01-01","9999-09-09",,73,72,,
"CS","INTERVAL",7700,"410073410073000","<73; 73>","73","1900-01-01","9999-09-09",,,73,73,
"CS","INTERVAL",7700,"410073610074000","<73; 74)","73 až 74 (více nebo rovno 73 a méně než 74)","1900-01-01","9999-09-09",,74,73,,
"CS","INTERVAL",7700,"410074410074000","<74; 74>","74","1900-01-01","9999-09-09",,,74,74,
"CS","INTERVAL",7700,"410074610075000","<74; 75)","74 až 75 (více nebo rovno 74 a méně než 75)","1900-01-01","9999-09-09",,75,74,,
"CS","INTERVAL",7700,"410075410075000","<75; 75>","75","1900-01-01","9999-09-09",,,75,75,
"CS","INTERVAL",7700,"410075420100000","<75; 100>","75 až 100 (více nebo rovno 75 a méně nebo rovno 100)","1900-01-01","9999-09-09",,,75,100,
"CS","INTERVAL",7700,"410075610076000","<75; 76)","75 až 76 (více nebo rovno 75 a méně než 76)","1900-01-01","9999-09-09",,76,75,,
"CS","INTERVAL",7700,"410075610080000","<75; 80)","75 až 80 (více nebo rovno 75 a méně než 80)","1900-01-01","9999-09-09",,80,75,,
"CS","INTERVAL",7700,"410075610085000","<75; 85)","75 až 85 (více nebo rovno 75 a méně než 85)","1900-01-01","9999-09-09",,85,75,,
"CS","INTERVAL",7700,"410075610090000","<75; 90)","75 až 90 (více nebo rovno 75 a méně než 90)","1900-01-01","9999-09-09",,90,75,,
"CS","INTERVAL",7700,"410075620100000","<75; 100)","75 až 100 (více nebo rovno 75 a méně než 100)","1900-01-01","9999-09-09",,100,75,,
"CS","INTERVAL",7700,"410075620111000","<75; 111)","75 až 111 (více nebo rovno 75 a méně než 111)","1900-01-01","9999-09-09",,111,75,,
"CS","INTERVAL",7700,"410075799999000","<75; N)","Od 75 (více nebo rovno 75)","1900-01-01","9999-09-09",,99999999999999999999,75,,
"CS","INTERVAL",7700,"410076410076000","<76; 76>","76","1900-01-01","9999-09-09",,,76,76,
"CS","INTERVAL",7700,"410076610077000","<76; 77)","76 až 77 (více nebo rovno 76 a méně než 77)","1900-01-01","9999-09-09",,77,76,,
"CS","INTERVAL",7700,"410077410077000","<77; 77>","77","1900-01-01","9999-09-09",,,77,77,
"CS","INTERVAL",7700,"410077610078000","<77; 78)","77 až 78 (více nebo rovno 77 a méně než 78)","1900-01-01","9999-09-09",,78,77,,
"CS","INTERVAL",7700,"410078410078000","<78; 78>","78","1900-01-01","9999-09-09",,,78,78,
"CS","INTERVAL",7700,"410078610079000","<78; 79)","78 až 79 (více nebo rovno 78 a méně než 79)","1900-01-01","9999-09-09",,79,78,,
"CS","INTERVAL",7700,"410079410079000","<79; 79>","79","1900-01-01","9999-09-09",,,79,79,
"CS","INTERVAL",7700,"410079610080000","<79; 80)","79 až 80 (více nebo rovno 79 a méně než 80)","1900-01-01","9999-09-09",,80,79,,
"CS","INTERVAL",7700,"410080410080000","<80; 80>","80","1900-01-01","9999-09-09",,,80,80,
"CS","INTERVAL",7700,"410080610081000","<80; 81)","80 až 81 (více nebo rovno 80 a méně než 81)","1900-01-01","9999-09-09",,81,80,,
"CS","INTERVAL",7700,"410080610085000","<80; 85)","80 až 85 (více nebo rovno 80 a méně než 85)","1900-01-01","9999-09-09",,85,80,,
"CS","INTERVAL",7700,"410080610090000","<80; 90)","80 až 90 (více nebo rovno 80 a méně než 90)","1900-01-01","9999-09-09",,90,80,,
"CS","INTERVAL",7700,"410080620100000","<80; 100)","80 až 100 (více nebo rovno 80 a méně než 100)","1900-01-01","9999-09-09",,100,80,,
"CS","INTERVAL",7700,"410080620110000","<80; 110)","80 až 110 (více nebo rovno 80 a méně než 110)","1900-01-01","9999-09-09",,110,80,,
"CS","INTERVAL",7700,"410080620120000","<80; 120)","80 až 120 (více nebo rovno 80 a méně než 120)","1900-01-01","9999-09-09",,120,80,,
"CS","INTERVAL",7700,"410080799999000","<80; N)","Od 80 (více nebo rovno 80)","1900-01-01","9999-09-09",,99999999999999999999,80,,
"CS","INTERVAL",7700,"410081410081000","<81; 81>","81","1900-01-01","9999-09-09",,,81,81,
"CS","INTERVAL",7700,"410081610082000","<81; 82)","81 až 82 (více nebo rovno 81 a méně než 82)","1900-01-01","9999-09-09",,82,81,,
"CS","INTERVAL",7700,"410082410082000","<82; 82>","82","1900-01-01","9999-09-09",,,82,82,
"CS","INTERVAL",7700,"410082610083000","<82; 83)","82 až 83 (více nebo rovno 82 a méně než 83)","1900-01-01","9999-09-09",,83,82,,
"CS","INTERVAL",7700,"410083410083000","<83; 83>","83","1900-01-01","9999-09-09",,,83,83,
"CS","INTERVAL",7700,"410083610084000","<83; 84)","83 až 84 (více nebo rovno 83 a méně než 84)","1900-01-01","9999-09-09",,84,83,,
"CS","INTERVAL",7700,"410084410084000","<84; 84>","84","1900-01-01","9999-09-09",,,84,84,
"CS","INTERVAL",7700,"410084610085000","<84; 85)","84 až 85 (více nebo rovno 84 a méně než 85)","1900-01-01","9999-09-09",,85,84,,
"CS","INTERVAL",7700,"410085410085000","<85; 85>","85","1900-01-01","9999-09-09",,,85,85,
"CS","INTERVAL",7700,"410085410086000","<85; 86>","85 až 86 (více nebo rovno 85 a méně nebo rovno 86)","1900-01-01","9999-09-09",,,85,86,
"CS","INTERVAL",7700,"410085610086000","<85; 86)","85 až 86 (více nebo rovno 85 a méně než 86)","1900-01-01","9999-09-09",,86,85,,
"CS","INTERVAL",7700,"410085610090000","<85; 90)","85 až 90 (více nebo rovno 85 a méně než 90)","1900-01-01","9999-09-09",,90,85,,
"CS","INTERVAL",7700,"410085610095000","<85; 95)","85 až 95 (více nebo rovno 85 a méně než 95)","1900-01-01","9999-09-09",,95,85,,
"CS","INTERVAL",7700,"410085799999000","<85; N)","Od 85 (více nebo rovno 85)","1900-01-01","9999-09-09",,99999999999999999999,85,,
"CS","INTERVAL",7700,"410086410086000","<86; 86>","86","1900-01-01","9999-09-09",,,86,86,
"CS","INTERVAL",7700,"410086610087000","<86; 87)","86 až 87 (více nebo rovno 86 a méně než 87)","1900-01-01","9999-09-09",,87,86,,
"CS","INTERVAL",7700,"410087410087000","<87; 87>","87","1900-01-01","9999-09-09",,,87,87,
"CS","INTERVAL",7700,"410087610088000","<87; 88)","87 až 88 (více nebo rovno 87 a méně než 88)","1900-01-01","9999-09-09",,88,87,,
"CS","INTERVAL",7700,"410088410088000","<88; 88>","88","1900-01-01","9999-09-09",,,88,88,
"CS","INTERVAL",7700,"410088410089000","<88; 89>","88 až 89 (více nebo rovno 88 a méně nebo rovno 89)","1900-01-01","9999-09-09",,,88,89,
"CS","INTERVAL",7700,"410088610089000","<88; 89)","88 až 89 (více nebo rovno 88 a méně než 89)","1900-01-01","9999-09-09",,89,88,,
"CS","INTERVAL",7700,"410089410089000","<89; 89>","89","1900-01-01","9999-09-09",,,89,89,
"CS","INTERVAL",7700,"410089610090000","<89; 90)","89 až 90 (více nebo rovno 89 a méně než 90)","1900-01-01","9999-09-09",,90,89,,
"CS","INTERVAL",7700,"410090410090000","<90; 90>","90","1900-01-01","9999-09-09",,,90,90,
"CS","INTERVAL",7700,"410090610091000","<90; 91)","90 až 91 (více nebo rovno 90 a méně než 91)","1900-01-01","9999-09-09",,91,90,,
"CS","INTERVAL",7700,"410090610095000","<90; 95)","90 až 95 (více nebo rovno 90 a méně než 95)","1900-01-01","9999-09-09",,95,90,,
"CS","INTERVAL",7700,"410090620100000","<90; 100)","90 až 100 (více nebo rovno 90 a méně než 100)","1900-01-01","9999-09-09",,100,90,,
"CS","INTERVAL",7700,"410090799999000","<90; N)","Od 90 (více nebo rovno 90)","1900-01-01","9999-09-09",,99999999999999999999,90,,
"CS","INTERVAL",7700,"410091410091000","<91; 91>","91","1900-01-01","9999-09-09",,,91,91,
"CS","INTERVAL",7700,"410091610092000","<91; 92)","91 až 92 (více nebo rovno 91 a méně než 92)","1900-01-01","9999-09-09",,92,91,,
"CS","INTERVAL",7700,"410092410092000","<92; 92>","92","1900-01-01","9999-09-09",,,92,92,
"CS","INTERVAL",7700,"410092610093000","<92; 93)","92 až 93 (více nebo rovno 92 a méně než 93)","1900-01-01","9999-09-09",,93,92,,
"CS","INTERVAL",7700,"410093410093000","<93; 93>","93","1900-01-01","9999-09-09",,,93,93,
"CS","INTERVAL",7700,"410093410094000","<93; 94>","93 až 94 (více nebo rovno 93 a méně nebo rovno 94)","1900-01-01","9999-09-09",,,93,94,
"CS","INTERVAL",7700,"410093610094000","<93; 94)","93 až 94 (více nebo rovno 93 a méně než 94)","1900-01-01","9999-09-09",,94,93,,
"CS","INTERVAL",7700,"410094410094000","<94; 94>","94","1900-01-01","9999-09-09",,,94,94,
"CS","INTERVAL",7700,"410094610095000","<94; 95)","94 až 95 (více nebo rovno 94 a méně než 95)","1900-01-01","9999-09-09",,95,94,,
"CS","INTERVAL",7700,"410095410095000","<95; 95>","95","1900-01-01","9999-09-09",,,95,95,
"CS","INTERVAL",7700,"410095610096000","<95; 96)","95 až 96 (více nebo rovno 95 a méně než 96)","1900-01-01","9999-09-09",,96,95,,
"CS","INTERVAL",7700,"410095620100000","<95; 100)","95 až 100 (více nebo rovno 95 a méně než 100)","1900-01-01","9999-09-09",,100,95,,
"CS","INTERVAL",7700,"410095799999000","<95; N)","Od 95 (více nebo rovno 95)","1900-01-01","9999-09-09",,99999999999999999999,95,,
"CS","INTERVAL",7700,"410096410096000","<96; 96>","96","1900-01-01","9999-09-09",,,96,96,
"CS","INTERVAL",7700,"410096410097000","<96; 97>","96 až 97 (více nebo rovno 96 a méně nebo rovno 97)","1900-01-01","9999-09-09",,,96,97,
"CS","INTERVAL",7700,"410096610097000","<96; 97)","96 až 97 (více nebo rovno 96 a méně než 97)","1900-01-01","9999-09-09",,97,96,,
